X(m),Y(m),Z(m),Distance(m),Capacity(MBit/sec),DelaySpread(sec),Interference (dB),Noise (dB),SNR (dB),SIR (dB),SINR (dB),Environment,Base Station Type,Base Station Code,Base Station Coordinates,Total Capacity (Gbps),Total Bandwidth (GHz),number of interfaces,Net delay(ms)
310.0,880.0,2.0,352.092,0.4880976,1.08546e-07,-250.0,-87.9897,-27.7133,134.297,-27.7133,dense urban ground,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
310.0,1250.0,150.0,830.34,180.3051,7.66815e-09,-250.0,-87.9897,-0.6146015,161.3957,-0.6146015,urban high rise air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
310.0,1650.0,2.0,245.228,83.97242,8.02648e-08,-250.0,-87.9897,-4.713408,157.2969,-4.713408,urban high rise ground,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
320.0,180.0,300.0,633.774,283.6186,4.95867e-08,-250.0,-87.9897,2.233194,164.2435,2.233194,sea sky,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
320.0,690.0,300.0,437.704,389.8891,3.50662e-08,-250.0,-87.9897,4.567093,166.5774,4.567093,dense urban air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
320.0,1070.0,300.0,597.405,280.4321,1.01481e-08,-250.0,-87.9897,2.156299,164.1666,2.156299,dense urban air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
320.0,1350.0,300.0,543.005,314.4248,2.96547e-08,-250.0,-87.9897,2.952198,164.9625,2.952198,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
320.0,1750.0,300.0,99893.2,381.9419,8.8167e-07,-250.0,-96.22878,38.32468,192.0959,38.32468,urban high rise air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
330.0,250.0,300.0,781.895,263.461,2.56795e-08,-250.0,-87.9897,1.737693,163.748,1.737693,sea sky,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
330.0,750.0,300.0,353.306,492.6841,3.8689e-08,-250.0,-87.9897,6.546796,168.5571,6.546796,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
330.0,1110.0,300.0,690.062,245.0334,5.77494e-08,-250.0,-87.9897,1.263994,163.2743,1.263994,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
330.0,1390.0,300.0,348.088,471.7325,4.18593e-08,-250.0,-87.9897,6.158393,168.1687,6.158393,urban high rise air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
330.0,1820.0,300.0,523.918,2.319675,3.74504e-07,-250.0,-87.9897,-20.93031,141.08,-20.93031,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
340.0,320.0,300.0,785.344,185.2085,3.45532e-08,-250.0,-87.9897,-0.4573024,161.553,-0.4573024,sea sky,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
340.0,800.0,300.0,782.809,271.2147,3.74381e-08,-250.0,-87.9897,1.930898,163.9412,1.930898,dense urban air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
340.0,1140.0,300.0,516.401,3.180375,4.51464e-07,-250.0,-87.9897,-19.5533,142.457,-19.5533,dense urban air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
340.0,1420.0,300.0,99891.1,392.4236,6.71593e-07,-250.0,-96.22878,39.37659,193.1478,39.37659,urban high rise air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
340.0,1890.0,300.0,236.091,39.16565,2.80843e-08,-250.0,-87.9897,-8.374907,153.6354,-8.374907,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
350.0,390.0,300.0,163.783,747.319,8.41826e-08,-250.0,-87.9897,10.9096,172.9199,10.9096,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
350.0,860.0,300.0,285.832,140.3232,2.77191e-08,-250.0,-87.9897,-2.032,159.9783,-2.032,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
350.0,1180.0,300.0,682.722,273.0361,8.9164e-09,-250.0,-87.9897,1.975797,163.9861,1.975797,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
350.0,1470.0,300.0,459.319,378.2598,7.84351e-09,-250.0,-87.9897,4.329198,166.3395,4.329198,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
350.0,1960.0,300.0,522.22,300.7316,5.68172e-08,-250.0,-87.9897,2.6378,164.6481,2.6378,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
360.0,450.0,300.0,99891.6,367.5359,6.89444e-07,-250.0,-96.22878,36.87888,190.6501,36.87888,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
360.0,920.0,300.0,499.985,293.7892,1.04984e-07,-250.0,-87.9897,2.475303,164.4856,2.475303,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
360.0,1220.0,300.0,596.887,276.6356,3.55803e-08,-250.0,-87.9897,2.064003,164.0743,2.064003,dense urban air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
360.0,1520.0,300.0,380.078,252.8013,6.56716e-08,-250.0,-87.9897,1.466297,163.4766,1.466297,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
370.0,20.0,300.0,444.033,390.4805,4.42993e-08,-250.0,-87.9897,4.579099,166.5894,4.579099,sea sky,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
370.0,520.0,300.0,417.409,323.7911,3.13084e-08,-250.0,-87.9897,3.162902,165.1732,3.162902,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
370.0,970.0,300.0,626.618,312.5364,2.56781e-08,-250.0,-87.9897,2.909301,164.9196,2.909301,dense urban air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
370.0,1260.0,300.0,220.601,655.1322,9.10063e-08,-250.0,-87.9897,9.387392,171.3977,9.387392,urban high rise air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
370.0,1590.0,300.0,406.81,412.3682,2.53218e-08,-250.0,-87.9897,5.017694,167.028,5.017694,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
380.0,80.0,300.0,99894.2,357.5634,1.0547e-06,-250.0,-96.22878,35.87798,189.6492,35.87798,sea sky,Satellite,Satellite,xxx,40.233,2.5,400,20.0
380.0,630.0,150.0,379.947,601.7282,1.69531e-08,-250.0,-87.9897,8.480695,170.491,8.480695,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
380.0,1050.0,150.0,514.13,456.4515,3.33647e-08,-250.0,-87.9897,5.870803,167.8811,5.870803,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
380.0,1370.0,150.0,937.041,155.7922,2.64219e-08,-250.0,-87.9897,-1.451508,160.5588,-1.451508,urban high rise air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
380.0,1780.0,150.0,100043.0,392.8421,3.1132e-07,-250.0,-96.22878,39.41859,193.1898,39.41859,urban high rise air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
390.0,280.0,150.0,721.304,392.7942,3.09815e-08,-250.0,-87.9897,4.625991,166.6363,4.625991,sea sky,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
390.0,820.0,2.0,100188.0,210.4968,1.34274e-08,-250.0,-96.22878,21.08828,174.8595,21.08828,dense urban ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
390.0,1220.0,150.0,787.48,126.5118,7.9764e-08,-250.0,-87.9897,-2.593905,159.4164,-2.593905,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
390.0,1580.0,2.0,100190.0,208.7359,1.83922e-08,-250.0,-96.22878,20.91018,174.6814,20.91018,urban high rise ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
400.0,130.0,300.0,964.772,143.967,3.48224e-08,-250.0,-87.9897,-1.890999,160.1193,-1.890999,sea sky,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
400.0,680.0,2.0,472.852,349.7282,9.11349e-08,-250.0,-87.9897,3.729891,165.7402,3.729891,dense urban ground,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
400.0,1110.0,300.0,657.734,247.7423,1.91371e-08,-250.0,-87.9897,1.334995,163.3453,1.334995,dense urban air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
400.0,1440.0,2.0,100189.0,398.0695,6.19645e-08,-250.0,-96.22878,39.94318,193.7144,39.94318,urban high rise ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
400.0,1990.0,2.0,577.074,0.0001879201,4.92027e-08,-250.0,-87.9897,-61.86231,100.148,-61.86231,urban high rise ground,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
410.0,500.0,2.0,100189.0,1.922056e-14,0.0,-250.0,-96.22878,-153.7712,0.0,-153.7712,dense urban ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
410.0,1010.0,150.0,141.492,741.1297,1.24766e-08,-250.0,-87.9897,10.8088,172.8191,10.8088,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
410.0,1350.0,300.0,914.257,154.3229,2.09369e-08,-250.0,-87.9897,-1.504704,160.5056,-1.504704,urban high rise air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
410.0,1820.0,300.0,399.842,429.8656,6.34785e-09,-250.0,-87.9897,5.360797,167.3711,5.360797,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
420.0,340.0,150.0,666.438,344.4478,2.52792e-08,-250.0,-87.9897,3.616298,165.6266,3.616298,sea sky,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
420.0,820.0,150.0,326.849,639.8209,9.27549e-08,-250.0,-87.9897,9.129595,171.1399,9.129595,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
420.0,1160.0,150.0,724.917,215.5942,2.2112e-08,-250.0,-87.9897,0.4573952,162.4677,0.4573952,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
420.0,1440.0,150.0,411.818,420.7735,1.71626e-08,-250.0,-87.9897,5.1833,167.1936,5.1833,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
420.0,1920.0,150.0,349.847,481.6682,1.81323e-08,-250.0,-87.9897,6.343397,168.3537,6.343397,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
430.0,410.0,150.0,347.807,639.253,5.49823e-07,-250.0,-87.9897,9.120001,171.1303,9.120001,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
430.0,880.0,150.0,357.141,620.7477,8.71875e-08,-250.0,-87.9897,8.806099,170.8164,8.806099,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
430.0,1200.0,150.0,763.757,208.1884,1.50923e-08,-250.0,-87.9897,0.243095,162.2534,0.243095,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
430.0,1490.0,150.0,360.193,644.0932,1.05939e-08,-250.0,-87.9897,9.201692,171.212,9.201692,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
430.0,1990.0,150.0,481.761,358.7945,4.87203e-09,-250.0,-87.9897,3.922895,165.9332,3.922895,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
440.0,500.0,300.0,594.546,320.9927,6.59344e-08,-250.0,-87.9897,3.100303,165.1106,3.100303,dense urban air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
440.0,980.0,300.0,545.147,318.2914,1.39951e-08,-250.0,-87.9897,3.039592,165.0499,3.039592,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
440.0,1310.0,2.0,318.008,9.590407,6.99128e-08,-250.0,-87.9897,-14.7113,147.299,-14.7113,urban high rise ground,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
440.0,1680.0,2.0,305.375,0.03013364,1.9288e-06,-250.0,-87.9897,-39.8113,122.199,-39.8113,urban high rise ground,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
450.0,180.0,2.0,935.676,252.3867,2.85591e-09,-250.0,-87.9897,1.455597,163.4659,1.455597,sea surface,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
450.0,730.0,300.0,367.539,473.8635,2.60331e-08,-250.0,-87.9897,6.1982,168.2085,6.1982,dense urban air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
450.0,1150.0,150.0,103.755,633.5479,3.17844e-08,-250.0,-87.9897,9.023498,171.0338,9.023498,dense urban air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
450.0,1490.0,150.0,300.721,541.8017,3.22198e-08,-250.0,-87.9897,7.434095,169.4444,7.434095,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
460.0,30.0,300.0,696.915,336.7009,9.278e-07,-250.0,-87.9897,3.447994,165.4583,3.447994,sea sky,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
460.0,570.0,150.0,150.615,762.4125,4.69581e-08,-250.0,-87.9897,11.15469,173.165,11.15469,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
460.0,1040.0,300.0,827.49,257.6965,1.9027e-08,-250.0,-87.9897,1.591791,163.6021,1.591791,dense urban air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
460.0,1380.0,300.0,302.597,560.9175,3.94927e-08,-250.0,-87.9897,7.771791,169.7821,7.771791,urban high rise air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
460.0,1880.0,2.0,172.055,878.5199,1.53422e-07,-250.0,-87.9897,13.01119,175.0215,13.01119,urban high rise ground,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
470.0,390.0,150.0,100041.0,399.7845,3.67985e-07,-250.0,-96.22878,40.11528,193.8865,40.11528,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
470.0,940.0,2.0,545.884,55.21401,5.70676e-08,-250.0,-87.9897,-6.759402,155.2509,-6.759402,dense urban ground,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
470.0,1280.0,300.0,99889.8,417.8501,8.54715e-07,-250.0,-96.22878,41.92819,195.6994,41.92819,urban high rise air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
470.0,1720.0,300.0,311.888,515.6368,5.03566e-08,-250.0,-87.9897,6.965202,168.9755,6.965202,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
480.0,250.0,2.0,759.784,15.99846,1.30571e-06,-250.0,-87.9897,-12.44031,149.57,-12.44031,sea surface,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
480.0,750.0,2.0,380.301,301.9286,1.64418e-08,-250.0,-87.9897,2.6656,164.6759,2.6656,dense urban ground,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
480.0,1110.0,2.0,704.265,150.8981,1.06476e-07,-250.0,-87.9897,-1.630207,160.3801,-1.630207,dense urban ground,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
480.0,1390.0,2.0,375.458,246.9315,1.33595e-08,-250.0,-87.9897,1.313795,163.3241,1.313795,urban high rise ground,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
480.0,1830.0,2.0,394.204,8.500816,1.45681e-07,-250.0,-87.9897,-15.24331,146.767,-15.24331,urban high rise ground,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
490.0,320.0,2.0,361.793,40.89454,4.56916e-07,-250.0,-87.9897,-8.173996,153.8363,-8.173996,sea surface,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
490.0,810.0,2.0,430.313,123.6212,1.36431e-08,-250.0,-87.9897,-2.717606,159.2927,-2.717606,dense urban ground,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
490.0,1150.0,2.0,742.3,190.1291,6.04525e-08,-250.0,-87.9897,-0.3024066,161.7079,-0.3024066,dense urban ground,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
490.0,1430.0,2.0,408.3,275.4856,1.00328e-08,-250.0,-87.9897,2.035898,164.0462,2.035898,urban high rise ground,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
490.0,1900.0,2.0,432.271,0.0830255,2.91756e-07,-250.0,-87.9897,-35.4093,126.601,-35.4093,urban high rise ground,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
500.0,390.0,2.0,100189.0,370.0368,5.28648e-08,-250.0,-96.22878,37.12988,190.9011,37.12988,dense urban ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
500.0,900.0,150.0,331.949,607.7881,4.57801e-07,-250.0,-87.9897,8.584694,170.595,8.584694,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
500.0,1260.0,300.0,821.55,227.7613,7.02055e-08,-250.0,-87.9897,0.7990015,162.8093,0.7990015,urban high rise air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
500.0,1590.0,300.0,373.013,361.0909,4.88218e-08,-250.0,-87.9897,3.97139,165.9817,3.97139,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
510.0,90.0,300.0,360.701,486.6225,2.41605e-07,-250.0,-87.9897,6.435093,168.4454,6.435093,sea sky,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
510.0,630.0,300.0,313.831,92.10374,1.61587e-07,-250.0,-87.9897,-4.2477,157.7626,-4.2477,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
510.0,1080.0,150.0,100039.0,391.5386,5.77734e-07,-250.0,-96.22878,39.28778,193.059,39.28778,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
510.0,1420.0,300.0,981.165,126.963,6.9264e-08,-250.0,-87.9897,-2.574803,159.4355,-2.574803,urban high rise air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
510.0,1950.0,150.0,499.37,491.689,1.29491e-08,-250.0,-87.9897,6.528495,168.5388,6.528495,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
520.0,470.0,300.0,86.977,374.7831,1.12784e-07,-250.0,-87.9897,4.257396,166.2677,4.257396,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
520.0,980.0,2.0,100187.0,378.9815,1.31864e-07,-250.0,-96.22878,38.02759,191.7988,38.02759,dense urban ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
520.0,1320.0,150.0,548.324,39.22304,6.46818e-08,-250.0,-87.9897,-8.368107,153.6422,-8.368107,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
520.0,1800.0,150.0,353.374,479.5939,9.0499e-09,-250.0,-87.9897,6.304897,168.3152,6.304897,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
530.0,320.0,300.0,772.907,208.2669,7.23901e-08,-250.0,-87.9897,0.2453933,162.2557,0.2453933,sea sky,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
530.0,860.0,150.0,100039.0,364.0745,6.32137e-07,-250.0,-96.22878,36.53148,190.3027,36.53148,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
530.0,1240.0,300.0,175.114,728.8459,4.26063e-08,-250.0,-87.9897,10.6082,172.6185,10.6082,urban high rise air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
530.0,1630.0,300.0,99891.1,414.137,7.76531e-07,-250.0,-96.22878,41.55559,195.3268,41.55559,urban high rise air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
540.0,180.0,2.0,474.272,382.7959,6.01735e-07,-250.0,-87.9897,4.422401,166.4327,4.422401,sea surface,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
540.0,690.0,2.0,459.401,1.353492,1.73816e-07,-250.0,-87.9897,-23.2773,138.733,-23.2773,dense urban ground,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
540.0,1070.0,2.0,706.171,1.678844,6.12216e-08,-250.0,-87.9897,-22.3393,139.671,-22.3393,dense urban ground,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
540.0,1350.0,2.0,437.673,15.11978,2.02082e-08,-250.0,-87.9897,-12.69231,149.318,-12.69231,urban high rise ground,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
540.0,1760.0,2.0,334.691,17.94402,1.88484e-08,-250.0,-87.9897,-11.92711,150.0832,-11.92711,urban high rise ground,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
550.0,250.0,2.0,100190.0,388.3749,8.4119e-08,-250.0,-96.22878,38.97028,192.7415,38.97028,sea surface,Satellite,Satellite,xxx,40.233,2.5,400,20.0
550.0,750.0,2.0,339.723,10.75608,1.47223e-07,-250.0,-87.9897,-14.20431,147.806,-14.20431,dense urban ground,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
550.0,1110.0,2.0,678.57,12.59676,1.29906e-07,-250.0,-87.9897,-13.50431,148.506,-13.50431,dense urban ground,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
550.0,1390.0,2.0,405.707,4.058977,5.28461e-08,-250.0,-87.9897,-18.4873,143.523,-18.4873,urban high rise ground,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
550.0,1830.0,2.0,246.177,15.19459,1.64998e-07,-250.0,-87.9897,-12.6703,149.34,-12.6703,urban high rise ground,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
560.0,330.0,2.0,260.286,189.6455,4.59289e-08,-250.0,-87.9897,-0.3175034,161.6928,-0.3175034,sea surface,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
560.0,840.0,150.0,100039.0,429.1017,5.47622e-07,-250.0,-96.22878,43.05728,196.8285,43.05728,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
560.0,1220.0,300.0,562.275,299.46,1.24732e-08,-250.0,-87.9897,2.608198,164.6185,2.608198,dense urban air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
560.0,1520.0,300.0,248.817,90.16575,4.59747e-08,-250.0,-87.9897,-4.355408,157.6549,-4.355408,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
570.0,20.0,300.0,1073.92,131.4448,6.44353e-08,-250.0,-87.9897,-2.387902,159.6224,-2.387902,sea sky,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
570.0,550.0,300.0,156.029,752.7373,6.3864e-08,-250.0,-87.9897,10.9977,173.008,10.9977,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
570.0,1030.0,300.0,99889.0,398.8219,9.02741e-07,-250.0,-96.22878,40.01869,193.7899,40.01869,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
570.0,1370.0,300.0,350.962,500.4087,3.71156e-08,-250.0,-87.9897,6.688398,168.6987,6.688398,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
570.0,1870.0,300.0,459.619,312.1233,4.16992e-08,-250.0,-87.9897,2.899898,164.9102,2.899898,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
580.0,390.0,150.0,131.015,730.3986,3.60456e-08,-250.0,-87.9897,10.6336,172.6439,10.6336,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
580.0,930.0,2.0,276.536,712.5478,3.40702e-07,-250.0,-87.9897,10.34089,172.3512,10.34089,dense urban ground,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
580.0,1280.0,150.0,422.178,408.7427,1.0808e-08,-250.0,-87.9897,4.945796,166.9561,4.945796,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
580.0,1720.0,2.0,297.621,173.713,7.82199e-08,-250.0,-87.9897,-0.8310093,161.1793,-0.8310093,urban high rise ground,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
590.0,250.0,300.0,230.879,644.1883,8.32839e-08,-250.0,-87.9897,9.203294,171.2136,9.203294,sea sky,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
590.0,800.0,2.0,434.406,63.42207,1.63787e-08,-250.0,-87.9897,-6.093603,155.9167,-6.093603,dense urban ground,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
590.0,1190.0,300.0,372.518,420.4264,6.60553e-08,-250.0,-87.9897,5.17649,167.1868,5.17649,dense urban air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
590.0,1550.0,300.0,402.434,427.9734,1.13015e-08,-250.0,-87.9897,5.323995,167.3343,5.323995,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
600.0,110.0,300.0,358.95,498.7792,2.08388e-07,-250.0,-87.9897,6.658595,168.6689,6.658595,sea sky,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
600.0,610.0,300.0,283.072,11.61459,1.02488e-07,-250.0,-87.9897,-13.8643,148.146,-13.8643,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
600.0,1030.0,300.0,603.627,282.6758,2.25337e-08,-250.0,-87.9897,2.210497,164.2208,2.210497,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
600.0,1310.0,300.0,260.586,584.8682,5.41614e-08,-250.0,-87.9897,8.189691,170.2,8.189691,urban high rise air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
600.0,1680.0,300.0,307.23,315.0513,5.75095e-08,-250.0,-87.9897,2.966398,164.9767,2.966398,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
610.0,180.0,300.0,919.492,149.7624,1.61097e-08,-250.0,-87.9897,-1.672303,160.338,-1.672303,sea sky,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
610.0,680.0,300.0,99889.3,379.2715,8.30494e-07,-250.0,-96.22878,38.05668,191.8279,38.05668,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
610.0,1070.0,300.0,644.504,241.0057,3.83303e-08,-250.0,-87.9897,1.157497,163.1678,1.157497,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
610.0,1350.0,300.0,299.408,532.1406,6.98989e-08,-250.0,-87.9897,7.261899,169.2722,7.261899,urban high rise air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
610.0,1750.0,300.0,99891.6,409.9536,5.11727e-07,-250.0,-96.22878,41.13578,194.907,41.13578,urban high rise air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
620.0,250.0,300.0,839.488,252.7976,1.90216e-08,-250.0,-87.9897,1.466201,163.4765,1.466201,sea sky,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
620.0,750.0,300.0,344.158,495.2101,2.81373e-08,-250.0,-87.9897,6.593193,168.6035,6.593193,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
620.0,1110.0,300.0,685.423,244.608,8.05884e-08,-250.0,-87.9897,1.252798,163.2631,1.252798,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
620.0,1390.0,300.0,338.799,489.0395,8.67892e-08,-250.0,-87.9897,6.479696,168.49,6.479696,urban high rise air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
